Sample ID,Site,Date,Time,Time Zone,Type,Type2,Isotope/ICP pick list #,Acidified for ICPOES? (Y or N),MED Index Notes,ICPOES-notes-MED,Al_mg_L,Ba_mg_L,Ca_mg_L,Fe_mg_L,K_mg_L,Mg_mg_L,Mn_mg_L,Na_mg_L,P_mg_L,S_mg_L,Si_mg_L,Sr_mg_L,Zn_mg_L,Cl_mg_L,IC-notes_MED,dD,d18O,NRS Lab Comments
RI25-1248,Hungerford,03/14/2025,12:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1249,Hungerford,03/14/2025,18:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1250,Hungerford,03/15/2025,0:00,EDT,Isco,Stream,,Y,,AS-061025-095,0.015521913093915,0.013799486158659,28.1846544121261,0.0453507342952041,2.80533286178506,5.70922608836162,0.0032331644388746,12.0726128753181,0.0336465758249266,5.22272121604563,5.44147857343051,0.129300656099922,0.0020438221071105,,,,,
RI25-1251,Hungerford,03/15/2025,6:00,EDT,Isco,Stream,105,N,,,,,,,,,,,,,,,,,,-86.751,-12.373,
RI25-1252,Hungerford,03/15/2025,12:00,EDT,Isco,Stream,,N,,,,,,,,,,,,,,,,,,,,
RI25-1253,Hungerford,03/15/2025,18:00,EDT,Isco,Stream,,N,,,,,,,,,,,,,,,,,,,,
RI25-1254,Hungerford,03/16/2025,0:00,EDT,Isco,Stream,,N,,,,,,,,,,,,,,,,,,,,
RI25-1255,Hungerford,03/16/2025,6:00,EDT,Isco,Stream,,N,,,,,,,,,,,,,,,,,,,,
RI25-1256,Hungerford,03/16/2025,12:00,EDT,Isco,Stream,,N,,,,,,,,,,,,,,,,,,,,
RI25-1257,Hungerford,03/16/2025,18:00,EDT,Isco,Stream,106,N,Missing PES as of 2025-06-09 MED,,,,,,,,,,,,,,,,,-87.438,-12.538,
RI25-1258,Hungerford,03/17/2025,0:00,EDT,Isco,Stream,,N,,,,,,,,,,,,,,,,,,,,
RI25-1259,Hungerford,03/17/2025,6:00,EDT,Isco,Stream,,N,,,,,,,,,,,,,,,,,,,,
RI25-1260,Hungerford,03/17/2025,12:00,EDT,Isco,Stream,,N,,,,,,,,,,,,,,,,,,,,
RI25-1261,Potash,03/21/2025,10:30,EDT,Grab,Stream,49,Y,Post-ISCO grab,AS-061025-096,0.0070667820576382,0.0284185101063078,49.5932098059491,0.051664466976574,2.34202599432851,14.3519690868186,0.0938628401645812,189.240438146443,0.0318097159808405,6.13721002638455,5.63482263172187,0.197129219891352,0.0462351428027325,414.602,Run 2025-10-06,-70.838,-10.509,
RI25-1262,Hungerford,03/21/2025,12:30,EDT,Grab,Stream,50,Y,Post-ISCO grab,AS-061025-097,0.0177931068283098,0.0202904829352872,35.8786426072109,0.0632580741914537,4.29853166977444,7.35013036544509,0.0101272256491929,25.6217747331431,0.0511580587312288,6.42356200158581,5.82288267679657,0.159749038611293,0.0081483464655327,41.745,Run 2025-10-06,-74.072,-10.991,
RI25-1263,Potash,03/14/2025,0:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1264,Potash,03/14/2025,18:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1265,Potash,03/15/2025,0:00,EDT,Isco,Stream,107,Y,,AS-061025-098,0.0133578812787467,0.0290592868819556,50.4765321115148,0.0278382770332471,2.61754667960225,15.7074751276184,0.0125533073084137,215.753134300114,0.0318726473244017,6.24181892907996,6.09284622065931,0.216012474959098,0.0051498016337439,590.673,Run 2025-10-06,-81.485,-11.707,
RI25-1266,Potash,03/15/2025,6:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1267,Potash,03/15/2025,12:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1268,Potash,03/15/2025,18:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1269,Potash,03/16/2025,0:00,EDT,Isco,Stream,108,Y,,AS-061025-099,0.0188226165481802,0.0250776415182679,44.106495279878,0.0443856118419439,2.29814884321897,13.7843774876906,0.0047938336570844,169.773540329855,0.027182348730683,5.09745026350595,5.82545225048238,0.18375461326689,0.0096531282439059,325.382,Run 2025-10-06,-82.814,-11.798,
RI25-1270,Potash,03/16/2025,6:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1271,Potash,03/16/2025,12:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1272,Potash,03/16/2025,18:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1273,Potash,03/17/2025,0:00,EDT,Isco,Stream,109,Y,,AS-061025-100,0.0074618734718378,0.0246769582979236,43.6565385497056,0.0545616336407328,2.33301540181738,13.5201285169062,0.06605714763499,179.643274489474,0.0245414709981533,5.21821691610352,5.6859188438194,0.184865389699341,0.0291679269587239,344.863,Run 2025-10-06,-82.533,-11.797,
RI25-1274,Potash,03/17/2025,6:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1275,Potash,03/17/2025,12:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1276,Potash,03/17/2025,18:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1277,Potash,03/18/2025,0:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1278,Potash,03/18/2025,6:00,EDT,Isco,Stream,110,Y,,AS-061025-101,0.009761173796996,0.0252231381485017,45.0198429337836,0.0831404463078281,2.31637050766984,14.0064454557126,0.0481346489147027,185.717257804978,0.0303893718731855,5.71041217794686,5.26367408890495,0.184660676729767,0.0066085381591744,334.348,Run 2025-10-06,-75.127,-10.963,
RI25-1279,Potash,03/18/2025,16:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1280,Potash,03/19/2025,16:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1281,Potash,03/20/2025,16:00,EDT,Isco,Stream,111,Y,,AS-061025-102,0.0057928440202968,0.0305552916205909,52.7342444036708,0.0423572469794294,2.64216990979449,17.5531925643971,0.0883771004791122,239.043566303302,0.0318154097128957,7.55734903384709,5.39985323339778,0.228480103869332,0.0072193242697679,469.364,Run 2025-10-06,-74.87,-10.876,
RI25-1282,Hungerford,03/18/2025,16:00,EDT,Isco,Stream,112,Y,,AS-061025-103,0.0147642474249661,0.0137586807909056,29.282699837962,0.0417459772322199,2.22017533642945,5.46444734201751,0.0011719912998464,13.2139756820314,0.0246896108381832,5.00725537330327,5.05331324079296,0.1329884290986,0.0032631582613269,,,-81.015,-11.717,
RI25-1283,Hungerford,03/19/2025,16:00,EDT,Isco,Stream,113,Y,,AS-061025-104,0.0116827715939919,0.017979117459887,38.0960197202654,0.0361622486246047,2.43856364441414,7.02105739713291,0.0012389890931229,17.3339491018183,0.0302538962866445,6.46086832415303,6.22888636021446,0.173180953069529,0.0025746310251099,27.088,Run 2025-10-06,-79.91,-11.55,
RI25-1284,Hungerford,03/20/2025,16:00,EDT,Isco,Stream,114,Y,,AS-061025-105,0.0101416253977062,0.0168806531892167,37.5891228917646,0.0384557183884101,2.20152477288636,6.97878648867797,0.0023854821573238,16.1255244227731,0.0250501843972445,6.40214366916121,6.20119032099373,0.173791700251461,0.0025320819981725,24.585,Run 2025-10-06,-78.998,-11.5,
RI25-1285,Hungerford,03/17/2025,16:00,EDT,Isco,Stream,115,Y,,AS-061025-106,0.0164963188468922,0.0158402430112792,27.9315818317438,0.0503330385832782,2.99758733307443,5.48562940203862,0.0010607879003867,12.6417062823417,0.0362700970418009,4.94566730877515,4.86737500769646,0.122845552563918,0.0031336427013975,19.298,Run 2025-10-06,-81.862,-11.874,
RI25-1286,Potash,03/19/2025,15:15,EDT,Soil water lysimeter dry,Endmember,51,Y,,AS-061025-107,0.0196330946261334,0.0048666176943241,4.70371684514793,0.0263091477739987,6.24344686158433,1.22193633386238,0.0010961804297588,2.70910237928903,0.359538157366964,0.440284955614656,0.536106316371191,0.0137741117522103,0.0172401564022104,5.002,Run 2025-10-06,-104.657,-14.507,
RI25-1287,Potash,03/19/2025,15:00,EDT,Snowmelt lysimeter,Endmember,52,Y,,AS-061025-108,0.0037598151844479,0.0008944476819299,1.94346669704879,0.0057769133357339,0.58941927607672,0.640358534165793,0.0035080847051434,2.11162396780117,0.0228083866500874,0.18069603184567,1.65398643420911,0.0099982970183845,0.0076269883562921,2.223,Run 2025-10-06,-82.365,-10.962,I reran this sample the next day; low d-excess remained consistant. Values reported are from the original 6/10 run.
RI25-1288,Hungerford,03/21/2025,12:30,EDT,Soil water lysimeter dry,Endmember,53,Y,,AS-061025-109,0.0206062939539302,0.0206602268282388,37.3534551404776,0.0196978101604263,0.260458420965447,5.19866547645978,0.0030695363116819,7.4256838671046,0.0891658278457207,11.6386971004496,14.2149798291812,0.147434582450313,0.0075680450258891,11.373,Run 2025-10-06,-69.765,-10.385,
RI25-1289,Hungerford,03/21/2025,12:30,EDT,Soil water lysimeter wet,Endmember,54,y,,AS-061025-110,0.172333779991541,0.0124023605296914,8.8898938853751,0.160410675821434,0.920598577285501,1.73723820087858,0.0032433006041952,2.23317605208635,0.08662352501668,2.36938356664775,8.83032090153328,0.0460506709335277,0.0107114344017018,5.252,Run 2025-10-06,-86.101,-12.481,
RI25-1290,Wade,03/03/2025,15:45,EST,Baseflow,Endmember,55,Y,"SB took, Megan relabeled as RI25 because good baseflow. As of 3/27 need to sticker GF/F and stable iso. Found GF/F as of 5/22/25",AS-061025-111,0.0124078399611881,0.0038023797782991,4.40342620740259,0.00841292896883,0.224145735051009,0.6530137109891,0.0020234022367026,0.768350455883591,0.004689193560016,1.23729629692767,3.97862414233901,0.0274065378979662,0.0033540315280288,,,,,
RI25-1291,Wade,03/21/2025,12:00,EDT,Isco,Stream,116,Y,"MED, SH",AS-061025-112,0.0942448137531918,0.0035091233430481,1.95134825579415,0.0224274871772467,0.395074417233993,0.293058969887609,0.0044549333503965,0.475148885905257,0.0046169239481477,0.600018480310689,2.000723165981,0.0119003707554101,0.082862352819509,,,-107.409,-15.58,
RI25-1292,Wade,03/22/2025,0:00,EDT,Isco,Stream,117,Y,"MED, SH",AS-061025-113,0.093588474309083,0.0048572140605519,3.14013658271613,0.0320220009295653,0.467429760120666,0.471207110364776,0.00574925424176,0.719531493455165,0.0061655404358646,0.918972549220196,3.33814684320299,0.019118217733893,0.0804857253964732,,,-106.317,-15.3,
RI25-1293,Wade,03/22/2025,12:00,EDT,Isco,Stream,118,Y,"MED, SH",AS-061025-114,0.0644699083255899,0.0030437538872352,2.41888024575619,0.0230678249659796,0.394209717030484,0.352260612590984,0.0053130059182342,0.516602721173062,0.0031142519589298,0.692812027820295,2.34979810088984,0.0144572967995788,0.0736650647984186,,,-104.567,-15.077,
RI25-1294,Wade,03/23/2025,0:00,EDT,Isco,Stream,119,Y,"MED, SH",AS-061025-115,0.0749199311247966,0.0037208955958741,3.52361582036159,0.0259986735960661,0.404990714088254,0.497442977602035,0.0062381384714795,0.746023998707565,0.001983893322638,1.02592988940233,2.68477706753399,0.0220104138754022,0.0717240085945075,,,-103.858,-14.944,
RI25-1295,Wade,03/26/2025,0:00,EDT,Isco,Stream,120,Y,"MED, SH",AS-061025-116,0.0633550873024143,0.0030331291542142,2.98053298626599,0.0179829851225135,0.391087572417105,0.44494454973604,0.0046295200564467,0.587954956553395,0.0006100521669815,0.87315707507824,3.01415550142665,0.0180888685711239,0.0687777405372081,,,-99.884,-14.486,
RI25-1296,Wade,03/26/2025,12:00,EDT,Isco,Stream,,Y,"MED, SH",,,,,,,,,,,,,,,,,,,
RI25-1297,Wade,03/27/2025,0:00,EDT,Isco,Stream,121,Y,"MED, SH",AS-061025-117,0.0556685128569579,0.0044277351491157,4.50731382471392,0.0248608080471373,0.490395700675302,0.677374637154079,0.0117200570982872,0.892173004486074,0.0045245211483252,1.28623228816738,3.91094025683452,0.0272894059965774,0.0779223044916069,,,-99.37,-14.488,
RI25-1298,Wade,03/27/2025,12:00,EDT,Isco,Stream,,Y,"MED, SH",,,,,,,,,,,,,,,,,,,
RI25-1299,Wade,03/28/2025,0:00,EDT,Isco,Stream,122,Y,"MED, SH",AS-061025-118,0.038491685229599,0.0036445174568046,3.44400187875199,0.0188284111163121,0.457367450540307,0.51039964379979,0.0117015486449933,0.686147982617975,0.003403379018699,1.01041413735434,3.03917653651704,0.0209291808985159,0.0709968599786044,,,-97.995,-14.21,
RI25-1300,Wade,03/28/2025,11:00,EDT,Grab,Stream,56,Y,"MED, SH Mid-event grab ",AS-061025-119,0.044089260350916,0.0046862374656288,4.48350305032789,0.0187977379654516,0.484997617747466,0.664435580605262,0.0084020729882281,0.899629477565935,0.0048236524523137,1.31278627736775,3.47223205924954,0.027427888471748,0.0663641760347823,,,-97.736,-14.225,
RI25-1301,Wade,03/28/2025,11:30,EDT,Snowmelt lysimeter,Endmember,57,Y,"MED, SH",AS-061025-120,0.0249026085075288,0.0010773422919634,0.489042125094086,0.0050293764244089,0.812808715495903,0.133976670078496,0.0113563035296846,0.462552906224064,0.0093352459503896,0.163327994264156,0.295138241664404,0.0028466662088906,0.0805626222238855,,,-113.637,-15.855,
RI25-1302,Wade,04/03/2025,16:00,EDT,Isco,Stream,58,Y,"MED, AG",AS-061025-121,0.086891141007012,0.0031028959847215,1.9498361604264,0.0307232438526442,0.488010416953098,0.371243553529233,0.0054805826472359,0.467016592614648,0.0061283555181527,0.616222096664306,2.24345059673144,0.0124351378547052,0.0836434362805728,,,-94.787,-13.739,
RI25-1303,Wade,04/04/2025,9:15,EDT,Grab,Stream,59,Y,"MED, AG Post-ISCO grab ",AS-061025-122,0.0895911048904491,0.0033846019949671,2.1452086864722,0.0259028554674216,0.442013890044142,0.337350524701959,0.0041147857471568,0.489714481359362,0.0036673350922547,0.66121514600209,2.37398968305807,0.0130096217689325,0.0782373736519452,,,-99.429,-14.454,
RI25-1304,Wade,04/04/2025,9:30,EDT,Snowmelt lysimeter,Endmember,60,Y,"MED, AG",AS-061025-123,0.0311498138740462,0.0013233458615952,0.426163773040128,0.0074147920842676,0.576386244088574,0.125219376272607,0.0051941881983693,0.278794139651271,0.0075926176319185,0.14814875974295,0.562828779261674,0.0025705355171308,0.0868963134996833,,,-84.147,-11.896,
RI25-1305,Wade,04/04/2025,9:30,EDT,Soil water lysimeter dry,Endmember,61,Y,"MED, AG",AS-061025-124,0.366951883474271,0.0046436344154738,0.293645560855869,0.101765238034797,0.379094900792271,0.137331118412547,0.0018966321689301,0.270041434547446,0.0087073367186248,0.328974064642618,2.40766324470149,0.0025641808304098,0.0751039715822787,,,-113.574,-16.037,
RI25-1306,Wade,04/04/2025,9:45,EDT,Soil water lysimeter wet,Endmember,62,Y,"MED, AG",AS-061025-125,0.575673840047998,0.0066049392071814,1.00858708701716,0.0467166633663416,0.455648037161756,0.182482552111723,0.0102993751928283,0.302194114131295,0.0171492849957877,0.622071542902076,4.07116792007254,0.0098863608096161,0.107306699010177,,,-110.886,-15.606,
