Sample ID,Datetime,Site,Baseflow,Snowmelt lysimeter,Soil water lysimeter,Sum_Fractions
RI23-1085,2023-03-31 14:00:00,Hungerford,0.684559341796777,0.06364303521435458,0.25179762298886843,1.0
RI23-1086,2023-03-31 20:00:00,Hungerford,0.6847719158104869,0.010290186979780413,0.30493789720973263,1.0
RI23-1087,2023-04-01 02:00:00,Hungerford,0.6869553215347837,1.4870023208645236e-13,0.31304467846506767,1.0
RI23-1088,2023-04-01 08:00:00,Hungerford,0.7038177312643332,0.0897025295616666,0.2064797391740003,1.0
RI23-1089,2023-04-01 14:00:00,Hungerford,0.7211857245590414,0.21230240095288774,0.06651187448807092,1.0
RI23-1090,2023-04-01 20:00:00,Hungerford,0.5650948589855791,0.23790032297096453,0.19700481804345638,1.0
RI23-1091,2023-04-02 02:00:00,Hungerford,,,,0.0
RI23-1092,2023-04-02 08:00:00,Hungerford,,,,0.0
