Sample ID,Datetime,Site,Baseflow,Snowmelt lysimeter,Soil water lysimeter,Sum_Fractions,Baseflow_Uncertainty_70sig,Snowmelt lysimeter_Uncertainty_70sig,Soil water lysimeter_Uncertainty_70sig
RI23-1085,2023-03-31 14:00:00,Hungerford,0.684559341796777,0.06364303521435458,0.25179762298886843,1.0,0.1033898452540435,5.945170165128193e-09,0.1033846968318311
RI23-1086,2023-03-31 20:00:00,Hungerford,0.6847719158104869,0.010290186979780413,0.30493789720973263,1.0,0.11041408418625111,0.7609822940186073,0.7093582982484686
RI23-1087,2023-04-01 02:00:00,Hungerford,0.6869553215347837,1.4870023208645236e-13,0.31304467846506767,1.0,0.11101481574091406,0.7676303877022996,0.7152525386301289
RI23-1088,2023-04-01 08:00:00,Hungerford,0.7038177312643332,0.0897025295616666,0.2064797391740003,1.0,0.10347763388454095,3.0128686790052337e-08,0.10347761145327282
RI23-1089,2023-04-01 14:00:00,Hungerford,0.7211857245590414,0.21230240095288774,0.06651187448807092,1.0,0.10688203214463103,0.6883632742683253,0.6404111043165729
RI23-1091,2023-04-02 02:00:00,Hungerford,,,,0.0,0.08496993384273126,0.5635838411981577,0.5234077274949115
