Sample ID,Datetime,Site,Groundwater,Snowmelt lysimeter,Soil water lysimeter,Sum_Fractions,Groundwater_Uncertainty_95sig,Snowmelt lysimeter_Uncertainty_95sig,Soil water lysimeter_Uncertainty_95sig
RI23-1064,2023-03-31 08:00:00,Wade,0.5005798175844245,0.0,0.4994201824155756,1.0,1.4059259008087746,2.7973453363813836,4.084666393118222
RI23-1065,2023-03-31 14:00:00,Wade,0.3747021203474104,8.000587718285264e-16,0.6252978796525889,1.0,1.18813684156829,2.403945767987113,3.4895911245312057
RI23-1066,2023-03-31 20:00:00,Wade,0.4578599761051916,0.0,0.5421400238948084,1.0,1.293460298052419,2.5844529039907727,3.7728580905739113
RI23-1067,2023-04-01 02:00:00,Wade,0.45507393337518676,2.768781297984857e-15,0.5449260666248105,1.0,1.3473337025639096,2.7162712470674872,3.9472330927300736
RI23-1068,2023-04-01 08:00:00,Wade,0.48183452899216256,1.0678036146266612e-16,0.5181654710078374,1.0,1.3876728248395362,2.727242185338712,4.006307786084296
RI23-1070,2023-04-01 20:00:00,Wade,0.2470951704756703,0.1286538500646314,0.6242509794596983,1.0,1.0393360355076362,2.1123961980827337,3.053403198592155
RI23-1071,2023-04-02 02:00:00,Wade,0.23017800442659905,1.1269867116102012e-15,0.7698219955733999,1.0,0.5593230478688722,0.5593230478898722,4.062746955666143e-12
RI23-1072,2023-04-02 08:00:00,Wade,0.2758114096209428,0.0,0.7241885903790573,1.0,0.9783486819728138,2.0459333093109464,2.9205972220359238
RI23-1073,2023-04-02 14:00:00,Wade,0.36134310276409864,0.20250849579254762,0.43614840144335376,1.0,0.9889242077358099,2.167800227130128,3.0579803416260716
RI23-1074,2023-04-02 20:00:00,Wade,0.3631638750898745,0.41381680852146985,0.2230193163886556,1.0,1.0343799369361593,2.2537145386306126,3.1821785041784403
RI23-1075,2023-04-03 02:00:00,Wade,0.3343581016338931,0.12506123074762654,0.5405806676184804,1.0,1.1517252552822217,2.2471698588498534,3.2849957326414643
RI23-1077,2023-04-03 14:00:00,Wade,0.39394828310403135,0.38934547695460736,0.21670623994136126,1.0,0.6098269863461637,0.6098269863464687,1.0881689481023275e-12
RI23-1078,2023-04-03 22:00:00,Wade,0.3467300812896731,0.23911613514017982,0.41415378357014726,1.0000000000000002,1.1207596354538756,2.229437796417795,3.257640544115817
RI23-1080,2023-04-04 14:00:00,Wade,0.11648986262308259,0.4634197021665658,0.42009043521035166,1.0,0.6234460375141341,0.6234460375146874,1.530075783183121e-11
RI23-1081,2023-04-05 14:00:00,Wade,0.10559486975220904,0.22112002997213184,0.673285100275659,0.9999999999999999,1.142689970741259,2.2011671162804927,3.2359587608519162
RI23-1082,2023-04-05 22:00:00,Wade,0.12341263409892186,0.3256820789044618,0.5509052869966163,1.0,0.40426459772741596,0.40426459786176144,2.543529543488518e-10
RI23-1048,2023-04-06 12:00:00,Wade,0.1444812984739652,0.16869866406964645,0.6868200374563885,1.0000000000000002,0.6182607184019783,1.4130156503931284,1.9553567409223345
RI23-1049,2023-04-07 00:00:00,Wade,,,,0.0,0.6729312283462673,1.6327440155398318,2.2183977813595304
RI23-1050,2023-04-07 06:00:00,Wade,,,,0.0,0.6607687607347377,1.5287807426353412,2.1116796287355086
RI23-1051,2023-04-07 12:00:00,Wade,,,,0.0,0.7127100072395809,1.6419261632063733,2.2800691646927014
RI23-1052,2023-04-07 17:00:00,Wade,,,,0.0,0.7755187411124208,1.6234551939497144,2.3201101931137087
RI23-1093,2023-04-10 06:00:00,Wade,0.272602759231867,0.2862334894848485,0.4411637512832845,1.0,0.9767714171331314,2.0245667174104676,2.9020968173899484
RI23-1094,2023-04-10 12:00:00,Wade,0.21886644160793886,0.35512104343557416,0.42601251495648695,1.0,0.9808210093997898,1.9810993155842014,2.8726307706239615
RI23-1095,2023-04-10 18:00:00,Wade,0.1855709070306428,0.2968507846983142,0.5175783082710431,1.0,0.8958887550097789,1.8599270998433026,2.6612283038054656
RI23-1096,2023-04-11 00:00:00,Wade,0.1812036178060775,0.3623920315207375,0.456404350673185,1.0,0.8717003418053519,1.8769165645151162,2.655001945088891
RI23-1097,2023-04-11 06:00:00,Wade,0.1291246192988806,0.5287879632109789,0.3420874174901405,1.0,0.8105048321767752,1.7399245262529297,2.4597604902507655
RI23-1100,2023-04-11 16:00:00,Wade,0.1352852741064828,0.5977862969950978,0.26692842889841945,1.0,0.3678715540898357,0.3678715540499175,5.637544275530015e-11
RI23-1101,2023-04-12 00:00:00,Wade,0.2640882515097297,0.32909010429663393,0.4068216441936364,1.0,0.3405613471281737,0.34056134713757263,6.6631797757918556e-12
