Sample ID,Datetime,Site,Baseflow,Snowmelt lysimeter,Soil water lysimeter,Sum_Fractions,Baseflow_Uncertainty_95sig,Snowmelt lysimeter_Uncertainty_95sig,Soil water lysimeter_Uncertainty_95sig
RI23-1085,2023-03-31 14:00:00,Hungerford,0.684559341796777,0.06364303521435458,0.25179762298886843,1.0,0.6689576730818235,3.848861905125981e-08,0.6689243214589192
RI23-1086,2023-03-31 20:00:00,Hungerford,0.6847719158104869,0.010290186979780413,0.30493789720973263,1.0,0.714530733672913,4.912808989466037,4.579070801782892
RI23-1087,2023-04-01 02:00:00,Hungerford,0.6869553215347837,1.4870023208645236e-13,0.31304467846506767,1.0,0.7184208927891832,4.9559672883611485,4.617340663512027
RI23-1088,2023-04-01 08:00:00,Hungerford,0.7038177312643332,0.0897025295616666,0.2064797391740003,1.0,0.6695184585283696,1.9479989630955281e-07,0.6695183128840418
RI23-1089,2023-04-01 14:00:00,Hungerford,0.7211857245590414,0.21230240095288774,0.06651187448807092,1.0,0.691663103529279,4.441356538262019,4.131387483182704
RI23-1091,2023-04-02 02:00:00,Hungerford,,,,0.0,0.5497065649041164,3.6298249346062326,3.37031317608433
