Sample ID,Datetime,Site,Baseflow,Snowmelt lysimeter,Soil water lysimeter,Sum_Fractions,Baseflow_Uncertainty_70sig,Snowmelt lysimeter_Uncertainty_70sig,Soil water lysimeter_Uncertainty_70sig
RI23-1001,2023-02-09 13:40:00,Hungerford,0.9999999999999996,0.0,4.996003610813196e-16,1.0,0.12181885686957779,0.06210846987847378,0.10479388246728472
RI23-1002,2023-02-09 16:00:00,Hungerford,0.9756825309198429,0.024317469080157077,0.0,1.0,2.9513704197518877e-05,1.549307325196025e-05,1.4021985695983621e-05
RI23-1003,2023-02-09 22:00:00,Hungerford,,,,0.0,0.17581879511879903,1.3190820548228813e-10,0.17581879514514281
RI23-1005,2023-02-10 10:00:00,Hungerford,0.24265565305648962,0.0,0.7573443469435105,1.0,0.13262028287954886,0.13262028004640822,1.6491662179734314e-08
RI23-1007,2023-02-10 16:00:00,Hungerford,0.4852552653533115,1.9991061757373974e-15,0.5147447346466865,1.0,0.08202723063649175,1.1188999387974268,1.0954830494532164
RI23-1008,2023-02-11 12:30:00,Hungerford,1.0,0.0,0.0,1.0,0.09374268186425697,0.840742903612766,0.8194068583287134
