Sample ID,Datetime,Site,Groundwater,Snowmelt lysimeter,Soil water lysimeter,Sum_Fractions,Groundwater_Uncertainty_70sig,Snowmelt lysimeter_Uncertainty_70sig,Soil water lysimeter_Uncertainty_70sig
RI23-1039,2023-03-22 18:00:00,Wade,0.5543013510663617,0.44569864893361755,2.0781969571093855e-14,1.0,0.1343748445920199,0.13437484458263393,9.29623316867061e-13
RI23-1040,2023-03-23 00:00:00,Wade,0.49236843238376016,0.3702745941574856,0.13735697345875433,1.0,0.12923643201032078,0.22260445011069446,0.17257915082260702
RI23-1041,2023-03-23 06:00:00,Wade,0.5046084746058819,0.4953915253941087,9.470066416107398e-15,1.0,0.12864518646219644,0.1286451864622488,7.046021143264043e-13
RI23-1055,2023-03-23 12:00:00,Wade,0.4931624851982074,0.5068375148017925,0.0,0.9999999999999999,0.1254191656008659,0.12541916560719232,1.8191118918199214e-13
RI23-1056,2023-03-23 18:00:00,Wade,0.32462651836049033,0.4769123943132418,0.19846108732626794,1.0,0.09955806594928482,0.19483675639090772,0.1606317744632091
RI23-1057,2023-03-24 00:00:00,Wade,0.24519612395676318,0.48188517070028447,0.27291870534295243,1.0,0.08501286176925386,0.18329168884118954,0.15655996830481028
RI23-1058,2023-03-24 06:00:00,Wade,0.22462048878968208,0.4326092416724869,0.3427702695378311,1.0,0.08338381081252734,0.1839376169511026,0.15831073297780204
RI23-1059,2023-03-24 12:00:00,Wade,0.4379394438515773,0.4240079631439208,0.1380525930045019,1.0,0.11801458423428626,0.21491544675452184,0.1709735800438081
RI23-1060,2023-03-24 17:30:00,Wade,0.337822250206447,0.5333643212065622,0.12881342858699074,0.9999999999999999,0.09840885743812398,0.1894756557170775,0.15606754940693257
